State:Abia ,LGA:Aba North,Ward:ABA NORTH INDUSTRIAL AREA 2
State:Abia ,LGA:Aba South,Ward: ABA SOUTH GLOUCESTER 9
State:Abia ,LGA:Bende,Ward:ABIA BENDE OZUITEM 10
State:Abia ,LGA:Ugwunagbo,Ward:A UGWUNAGBO WARD TEN 10
State:Abia ,LGA:Ukwa West,Ward:A UKWA WEST ASA SOUTH 4
State:Abia ,LGA:Arochukwu,Ward: AROCHUKWU ISU 10
State:Abia ,LGA:Isiala Ngwa South,Ward:NGWA SOUTH OVUOKWU 9
State:Abia ,LGA:Arochukwu,Ward: AROCHUKWU AROCHUKWU III 11
State:Abia ,LGA:Osisioma,Ward:IA OSISIOMA AMAVO 1
State:Abia ,LGA:Ohafia,Ward:ABIA OHAFIA NDI ELU NKPORO 3
State:Abia ,LGA:Isiala Ngwa North,Ward:NGWA NORTH UMUNNA NSULU 2
State:Abia ,LGA:Aba South,Ward: ABA SOUTH EKEOHA 8
State:Abia ,LGA:Umuahia South,Ward:UAHIA SOUTH OMAEGWU 2
State:Abia ,LGA:Ikwuano,Ward:IA IKWUANO OLOKO II 2
State:Abia ,LGA:Arochukwu,Ward: AROCHUKWU OHAEKE 2
State:Abia ,LGA:Ohafia,Ward:ABIA OHAFIA AGBOJI ABIRIBA 7
State:Abia ,LGA:Aba North,Ward:ABA NORTH OGBOR II 11
State:Abia ,LGA:Osisioma,Ward:IA OSISIOMA AMAITOLU MBUTU UMUOJIMA 2
State:Abia ,LGA:Osisioma,Ward:IA OSISIOMA OSO  OKWA 6
State:Abia ,LGA:Isiala Ngwa North,Ward:NGWA NORTH AMASAA NTIGHA 7
State:Abia ,LGA:Osisioma,Ward:IA OSISIOMA AMATOR 8
State:Abia ,LGA:Ugwunagbo,Ward:A UGWUNAGBO WARD NINE 9
State:Abia ,LGA:Ikwuano,Ward:IA IKWUANO USAKA 10
State:Abia ,LGA:Aba South,Ward: ABA SOUTH NGWA 4
State:Abia ,LGA:Aba North,Ward:ABA NORTH ST.EUGENES BY OKIGWE RD. 5
State:Abia ,LGA:Ukwa East,Ward:A UKWA EAST UMUIGUBE ACHARA 4
State:Adamawa ,LGA:Yola South,Ward:AWA YOLA SOUTH MBAMBA 8
State:Adamawa ,LGA:Song,Ward:3 ADAMAWA SONG SIGIRE 6
State:Adamawa ,LGA:Mubi South,Ward:AWA MUBI SOUTH NDUKU 10
State:Adamawa ,LGA:Madagali,Ward:AMAWA MADAGALI WAGGA 9
State:Adamawa ,LGA:Madagali,Ward:AMAWA MADAGALI SHELMI / SUKUR/ VAPURA 8
State:Adamawa ,LGA:Jada,Ward:6 ADAMAWA JADA MBULO 9
State:Adamawa ,LGA:Toungo,Ward:ADAMAWA YOLA SOUTH TOUNGO 10
State:Adamawa ,LGA:Hong,Ward:1 ADAMAWA HONG HONG 6
State:Adamawa ,LGA:Shelleng,Ward:AMAWA SHELLENG LIBBO 8
State:Adamawa ,LGA:Jada,Ward:8 ADAMAWA JADA YELLI 11
State:Adamawa ,LGA:Gombi,Ward: ADAMAWA GOMBI GOMBI NORTH 5
State:Adamawa ,LGA:Shelleng,Ward:AMAWA SHELLENG KIRI 7
State:Adamawa ,LGA:Lamurde,Ward:DAMAWA LAMURDE MGBEBONGUN 6
State:Adamawa ,LGA:Michika,Ward:DAMAWA MICHIKA MINKISI/ WURO NGIKI 8
State:Adamawa ,LGA:Michika,Ward:DAMAWA MICHIKA FUTUDOU / FUTULES 2
State:Adamawa ,LGA:Jada,Ward:7 ADAMAWA JADA NYIBANGO 10
State:Adamawa ,LGA:Yola North,Ward:AWA YOLA NORTH NASSARAWO 9
State:Adamawa ,LGA:Demsa,Ward: ADAMAWA DEMSA BORRONG 2
State:Adamawa ,LGA:Lamurde,Ward:DAMAWA LAMURDE OPALO 7
State:Adamawa ,LGA:Hong,Ward:4 ADAMAWA HONG MAYO LOPE 9
State:Adamawa ,LGA:Hong,Ward:0 ADAMAWA HONG HILDI 5
State:Adamawa ,LGA:Lamurde,Ward:DAMAWA LAMURDE RIGANGE 8
State:Adamawa ,LGA:Lamurde,Ward:DAMAWA LAMURDE LAMURDE 4
State:Adamawa ,LGA:Numan,Ward: ADAMAWA NUMAN SABON PEGI 9
State:Adamawa ,LGA:Yola North,Ward:AWA YOLA NORTH JAMBUTU 5
State:Adamawa ,LGA:Maiha,Ward: ADAMAWA MAIHA SORAU A 8
State:Adamawa ,LGA:Shelleng,Ward:AMAWA SHELLENG TALLUM 10
State:Adamawa ,LGA:Yola North,Ward:AWA YOLA NORTH KARENA 6
State:Adamawa ,LGA:Toungo,Ward:ADAMAWA TOUNGO TOUNGO I 8
State:Adamawa ,LGA:Yola South,Ward:AWA YOLA SOUTH MAKAMA A 6
State:Adamawa ,LGA:Yola North,Ward:AWA YOLA NORTH GWADABAWA 4
State:Adamawa ,LGA:Song,Ward:0 ADAMAWA SONG GUDU MBOI 3
State:Adamawa ,LGA:Numan,Ward: ADAMAWA NUMAN VULPI 10
State:Adamawa ,LGA:Toungo,Ward:ADAMAWA TOUNGO DAWO II 2
State:Adamawa ,LGA:Song,Ward:1 ADAMAWA SONG KILANGE FUNA 4
State:Adamawa ,LGA:Numan,Ward: ADAMAWA NUMAN NUMAN III 8
State:Adamawa ,LGA:Song,Ward:2 ADAMAWA SONG KILANGE HIRNA 5
State:Adamawa ,LGA:Maiha,Ward: ADAMAWA MAIHA HUMBUTUDI 2
State:Adamawa ,LGA:Michika,Ward:DAMAWA MICHIKA THUKUDOU / SUFUKU / ZAH 12
State:Adamawa ,LGA:Madagali,Ward:AMAWA MADAGALI MADAGALI 6
State:Adamawa ,LGA:Maiha,Ward: ADAMAWA MAIHA MAIHA GARI 4
State:Adamawa ,LGA:Toungo,Ward:ADAMAWA TOUNGO KONGIN BABA II 7
State:Adamawa ,LGA:Jada,Ward:3 ADAMAWA JADA LEKO 6
State:Adamawa ,LGA:Michika,Ward:DAMAWA MICHIKA MICHIKA II 7
State:Adamawa ,LGA:Demsa,Ward: ADAMAWA DEMSA DILLI 4
State:Adamawa ,LGA:Michika,Ward:DAMAWA MICHIKA SUKUMU / TILLIJO 13
State:Adamawa ,LGA:Song,Ward:7 ADAMAWA SONG WALTANDI 10
State:Adamawa ,LGA:Hong,Ward:5 ADAMAWA HONG SHANGUI 10
State:Adamawa ,LGA:Demsa,Ward: ADAMAWA DEMSA DONG 5
State:Adamawa ,LGA:Song,Ward:9 ADAMAWA SONG DUMNE 2
State:Adamawa ,LGA:Mubi North,Ward:AWA MUBI NORTH VIMTIM 10
State:Adamawa ,LGA:Mubi South,Ward:AWA MUBI SOUTH MUGULBU/ YADAFA 8
State:Adamawa ,LGA:Michika,Ward:DAMAWA MICHIKA MUNKAVICITA 10
State:Adamawa ,LGA:Maiha,Ward: ADAMAWA MAIHA BELEL 1
State:Adamawa ,LGA:Shelleng,Ward:AMAWA SHELLENG GUNDO 3
State:Adamawa ,LGA:Michika,Ward:DAMAWA MICHIKA SINA / KAMALE / KWANDE 11
State:Adamawa ,LGA:Madagali,Ward:AMAWA MADAGALI WULA 10
State:Adamawa ,LGA:Hong,Ward:9 ADAMAWA HONG GAYA 4
State:Adamawa ,LGA:Lamurde,Ward:DAMAWA LAMURDE LAFIYA 3
State:Adamawa ,LGA:Demsa,Ward: ADAMAWA DEMSA KPASHAM 8
State:Adamawa ,LGA:Yola South,Ward:AWA YOLA SOUTH ADARAWO 1
State:Adamawa ,LGA:Michika,Ward:DAMAWA MICHIKA TUMBARA / NGABILI 14
State:Adamawa ,LGA:Shelleng,Ward:AMAWA SHELLENG GWAPOPOLOK 4
State:Adamawa ,LGA:Ganye,Ward: ADAMAWA GANYE TIMDORE 9
State:Adamawa ,LGA:Gombi,Ward: ADAMAWA GOMBI GUYAKU 8
State:Adamawa ,LGA:Demsa,Ward: ADAMAWA DEMSA DWAM 6
State:Adamawa ,LGA:Numan,Ward: ADAMAWA NUMAN KODOMTI 5
State:Adamawa ,LGA:Lamurde,Ward:DAMAWA LAMURDE DUBWANGUN 1
State:Adamawa ,LGA:Jada,Ward:8 ADAMAWA JADA DANABA 1
State:Adamawa ,LGA:Maiha,Ward: ADAMAWA MAIHA TAMBAJAM 10
State:Adamawa ,LGA:Maiha,Ward: ADAMAWA MAIHA KONKOL 3
State:Adamawa ,LGA:Shelleng,Ward:AMAWA SHELLENG SHELLENG 9
State:Adamawa ,LGA:Yola North,Ward:AWA YOLA NORTH ALKALAWA 1
State:Adamawa ,LGA:Mubi North,Ward:AWA MUBI NORTH MAYO BANI 6
State:Adamawa ,LGA:Hong,Ward:8 ADAMAWA HONG GARAHA 3
State:Adamawa ,LGA:Maiha,Ward: ADAMAWA MAIHA SORAU B 9
State:Adamawa ,LGA:Madagali,Ward:AMAWA MADAGALI DUHU/ SHUWA 2
State:Adamawa ,LGA:Ganye,Ward: ADAMAWA GANYE YEBBI 10
State:Adamawa ,LGA:Yola South,Ward:AWA YOLA SOUTH NGURORE 5
State:Adamawa ,LGA:Mubi North,Ward:AWA MUBI NORTH MIJILU 7
State:Adamawa ,LGA:Lamurde,Ward:DAMAWA LAMURDE NGBAKOWO 5
State:Adamawa ,LGA:Ganye,Ward: ADAMAWA GANYE BAKARI GUSO 1
State:Adamawa ,LGA:Hong,Ward:2 ADAMAWA HONG HUSHERE ZUM 7
State:Adamawa ,LGA:Demsa,Ward: ADAMAWA DEMSA DEMSA 3
State:Adamawa ,LGA:Toungo,Ward:ADAMAWA TOUNGO GUMTI 3
State:Adamawa ,LGA:Shelleng,Ward:AMAWA SHELLENG BODWAI 2
State:Adamawa ,LGA:Gombi,Ward: ADAMAWA GOMBI TAWA 9
State:Adamawa ,LGA:Gombi,Ward: ADAMAWA GOMBI GABUN 4
State:Adamawa ,LGA:Gombi,Ward: ADAMAWA GOMBI GARKIDA 7
State:Adamawa ,LGA:Toungo,Ward:ADAMAWA TOUNGO DAWO I 1
State:Adamawa ,LGA:Toungo,Ward:ADAMAWA TOUNGO TOUNGO III 10
State:Adamawa ,LGA:Mubi South,Ward:AWA MUBI SOUTH MUJARA 7
State:Adamawa ,LGA:Hong,Ward:3 ADAMAWA HONG KWARHI 8
State:Adamawa ,LGA:Maiha,Ward: ADAMAWA MAIHA MANJEKIN 5
State:Adamawa ,LGA:Gombi,Ward: ADAMAWA GOMBI BOGA/ DINGAI 1
State:Adamawa ,LGA:Demsa,Ward: ADAMAWA DEMSA MBULA KULI 9
State:Adamawa ,LGA:Michika,Ward:DAMAWA MICHIKA MICHIKA I 6
State:Adamawa ,LGA:Yola North,Ward:AWA YOLA NORTH RUMDE 10
State:Adamawa ,LGA:Mubi North,Ward:AWA MUBI NORTH SABON LAYI 9
State:Adamawa ,LGA:Mubi North,Ward:AWA MUBI NORTH LOKUWA 5
State:Adamawa ,LGA:Mubi South,Ward:AWA MUBI SOUTH DIRBISHI/GANDIRA 1
State:Adamawa ,LGA:Yola South,Ward:AWA YOLA SOUTH MBAMOI 9
State:Adamawa ,LGA:Mubi North,Ward:AWA MUBI NORTH BETSO 2
State:Adamawa ,LGA:Toungo,Ward:ADAMAWA TOUNGO KIRI II 5
State:Adamawa ,LGA:Numan,Ward: ADAMAWA NUMAN IMBURU 4
State:Adamawa ,LGA:Yola North,Ward:AWA YOLA NORTH LUGGERE 8
State:Adamawa ,LGA:Yola North,Ward:AWA YOLA NORTH LIMAWA 7
State:Adamawa ,LGA:Mubi North,Ward:AWA MUBI NORTH MUCHALLA 8
State:Adamawa ,LGA:Song,Ward:4 ADAMAWA SONG SONG GARI 8
State:Adamawa ,LGA:Song,Ward:5 ADAMAWA SONG SONG WAJE 9
State:Adamawa ,LGA:Maiha,Ward: ADAMAWA MAIHA MAYONGULI 6
State:Adamawa ,LGA:Jada,Ward:2 ADAMAWA JADA KOMA II 5
State:Adamawa ,LGA:Toungo,Ward:ADAMAWA TOUNGO TOUNGO II 9
State:Adamawa ,LGA:Yola South,Ward:AWA YOLA SOUTH BAKO 2
State:Adamawa ,LGA:Toungo,Ward:ADAMAWA TOUNGO KONGIN BABA I 6
State:Adamawa ,LGA:Michika,Ward:DAMAWA MICHIKA VI / BOKA 15
State:Adamawa ,LGA:Numan,Ward: ADAMAWA NUMAN BOLKI 2
State:Adamawa ,LGA:Mubi North,Ward:AWA MUBI NORTH YELWA 11
State:Adamawa ,LGA:Jada,Ward:9 ADAMAWA JADA JADA I 2
State:Adamawa ,LGA:Mubi North,Ward:AWA MUBI NORTH BAHULI 1
State:Adamawa ,LGA:Hong,Ward:7 ADAMAWA HONG UBA 12
State:Adamawa ,LGA:Demsa,Ward: ADAMAWA DEMSA BILLE 1
State:Adamawa ,LGA:Maiha,Ward: ADAMAWA MAIHA PAKKA 7
State:Adamawa ,LGA:Ganye,Ward: ADAMAWA GANYE JAGGU 6
State:Adamawa ,LGA:Ganye,Ward: ADAMAWA GANYE GAMU 2
State:Adamawa ,LGA:Shelleng,Ward:AMAWA SHELLENG JUMBUL 5
State:Adamawa ,LGA:Mubi South,Ward:AWA MUBI SOUTH NASSARAWO 9
State:Adamawa ,LGA:Mubi South,Ward:AWA MUBI SOUTH GELLA 3
State:Adamawa ,LGA:Jada,Ward:1 ADAMAWA JADA KOMA I 4
State:Adamawa ,LGA:Lamurde,Ward:DAMAWA LAMURDE WADUKU 10
State:Adamawa ,LGA:Madagali,Ward:AMAWA MADAGALI PALLAM 7
State:Adamawa ,LGA:Madagali,Ward:AMAWA MADAGALI BABEL 1
State:Adamawa ,LGA:Michika,Ward:DAMAWA MICHIKA BAZZA MARGI 1
State:Adamawa ,LGA:Song,Ward:6 ADAMAWA SONG SUKTU 7
State:Adamawa ,LGA:Michika,Ward:DAMAWA MICHIKA MODA / DLAKA / GHENJUWA 9
State:Adamawa ,LGA:Hong,Ward:7 ADAMAWA HONG DAKSIRI 2
State:Adamawa ,LGA:Jada,Ward:0 ADAMAWA JADA JADA II 3
State:Adamawa ,LGA:Mubi South,Ward:AWA MUBI SOUTH GUDE 4
State:Adamawa ,LGA:Demsa,Ward: ADAMAWA DEMSA NASSARAWO DEMSA 10
State:Adamawa ,LGA:Gombi,Ward: ADAMAWA GOMBI GOMBI SOUTH 6
State:Adamawa ,LGA:Mubi South,Ward:AWA MUBI SOUTH DUVU/ CHABA/ GIRBURUM 2
State:Adamawa ,LGA:Numan,Ward: ADAMAWA NUMAN GAMADIO 3
State:Adamawa ,LGA:Hong,Ward:6 ADAMAWA HONG BANGSHIKA 1
State:Adamawa ,LGA:Yola North,Ward:AWA YOLA NORTH YELWA 11
State:Adamawa ,LGA:Yola South,Ward:AWA YOLA SOUTH YOLDE KOHI 11
State:Adamawa ,LGA:Numan,Ward: ADAMAWA NUMAN NUMAN II 7
State:Adamawa ,LGA:Ganye,Ward: ADAMAWA GANYE SANGASUMI 7
State:Adamawa ,LGA:Madagali,Ward:AMAWA MADAGALI GULAK 3
State:Adamawa ,LGA:Yola South,Ward:AWA YOLA SOUTH BOLE YOLDE PATE 3
State:Adamawa ,LGA:Mubi South,Ward:AWA MUBI SOUTH LAMORDE 6
State:Adamawa ,LGA:Numan,Ward: ADAMAWA NUMAN BARE 1
State:Adamawa ,LGA:Yola North,Ward:AWA YOLA NORTH DOUBELI 3
State:Adamawa ,LGA:Yola North,Ward:AWA YOLA NORTH AJIYA 2
State:Adamawa ,LGA:Ganye,Ward: ADAMAWA GANYE SUGU 8
State:Adamawa ,LGA:Lamurde,Ward:DAMAWA LAMURDE GYAWANA 2
State:Adamawa ,LGA:Jada,Ward:4 ADAMAWA JADA MAPEO 7
State:Adamawa ,LGA:Gombi,Ward: ADAMAWA GOMBI YANG 10
State:Adamawa ,LGA:Ganye,Ward: ADAMAWA GANYE GANYE II 4
State:Adamawa ,LGA:Michika,Ward:DAMAWA MICHIKA MADZI 5
State:Adamawa ,LGA:Hong,Ward:6 ADAMAWA HONG THILBANG 11
State:Adamawa ,LGA:Yola South,Ward:AWA YOLA SOUTH MAKAMA B 7
State:Adamawa ,LGA:Toungo,Ward:ADAMAWA TOUNGO KIRI I 4
State:Adamawa ,LGA:Michika,Ward:DAMAWA MICHIKA JIGALAMBU 4
State:Adamawa ,LGA:Michika,Ward:DAMAWA MICHIKA GARTA / GHUNCHI 3
State:Adamawa ,LGA:Numan,Ward: ADAMAWA NUMAN NUMAN I 6
State:Adamawa ,LGA:Mubi North,Ward:AWA MUBI NORTH DIGIL 3
State:Adamawa ,LGA:Shelleng,Ward:AMAWA SHELLENG BAKTA 1
State:Adamawa ,LGA:Ganye,Ward: ADAMAWA GANYE GANYE I 3
